404.7779	449.4365	482.3772	506.6745	524.5965	537.8159	547.5667	554.7590	560.0641	563.9771	566.8635	568.9925	570.5628	571.7211	572.5755	573.2057	573.6706
401.1318	449.6673	486.6451	514.8175	536.2812	552.6337	565.0923	574.5841	581.8157	587.3252	591.5227	594.7207	597.1571	599.0134	600.4276	601.5051	602.3260
392.9957	449.3969	495.0714	532.0592	562.0125	586.2692	605.9125	621.8200	634.7021	645.1343	653.5824	660.4237	665.9640	670.4506	674.0839	677.0261	679.4089
411.7616	466.9354	510.5243	544.9608	572.1666	593.6600	610.6404	624.0554	634.6536	643.0265	649.6414	654.8673	658.9959	662.2577	664.8346	666.8703	668.4787
384.5937	439.8556	484.6270	520.8994	550.2861	574.0943	593.3829	609.0099	621.6704	631.9276	640.2376	646.9701	652.4246	656.8436	660.4238	663.3243	665.6742
396.8522	441.1972	474.0520	498.3938	516.4284	529.7901	539.6896	547.0241	552.4581	556.4841	559.4670	561.6769	563.3143	564.5274	565.4261	566.0920	566.5854
388.9231	436.6947	473.2844	501.3097	522.7751	539.2162	551.8090	561.4542	568.8417	574.5001	578.8340	582.1535	584.6960	586.6434	588.1350	589.2774	590.1525
421.5363	460.8889	488.2930	507.3765	520.6657	529.9200	536.3644	540.8521	543.9772	546.1535	547.6690	548.7243	549.4592	549.9710	550.3274	550.5756	550.7484
434.2091	470.5641	494.9658	511.3443	522.3376	529.7163	534.6689	537.9932	540.2244	541.7220	542.7272	543.4019	543.8548	544.1587	544.3628	544.4997	544.5916
420.1498	463.6829	495.1015	517.7769	534.1421	545.9532	554.4775	560.6297	565.0698	568.2743	570.5870	572.2562	573.4609	574.3303	574.9578	575.4106	575.7375
387.4384	434.3727	470.1456	497.4114	518.1931	534.0328	546.1056	555.3074	562.3209	567.6666	571.7410	574.8465	577.2134	579.0175	580.3926	581.4406	582.2394
381.0268	429.5397	467.1736	496.3682	519.0159	536.5849	550.2140	560.7868	568.9887	575.3513	580.2871	584.1161	587.0864	589.3906	591.1781	592.5648	593.6405
405.3013	453.9056	490.8194	518.8546	540.1467	556.3175	568.5989	577.9263	585.0103	590.3904	594.4764	597.5797	599.9366	601.7265	603.0860	604.1185	604.9026
393.6489	443.4372	481.9696	511.7906	534.8698	552.7313	566.5547	577.2530	585.5326	591.9404	596.8995	600.7375	603.7078	606.0066	607.7856	609.1625	610.2281
389.1799	439.5812	478.9177	509.6185	533.5794	552.2800	566.8753	578.2664	587.1567	594.0953	599.5107	603.7372	607.0358	609.6103	611.6196	613.1877	614.4116
387.7340	439.8744	481.1196	513.7463	539.5555	559.9716	576.1216	588.8970	599.0028	606.9970	613.3207	618.3230	622.2801	625.4103	627.8864	629.8451	631.3945
418.7027	461.3798	492.0068	513.9862	529.7595	541.0792	549.2028	555.0326	559.2163	562.2188	564.3735	565.9198	567.0295	567.8258	568.3973	568.8075	569.1018
449.8379	491.3026	520.0529	539.9875	553.8095	563.3933	570.0384	574.6459	577.8406	580.0557	581.5916	582.6566	583.3950	583.9070	584.2619	584.5081	584.6788
388.9910	441.0007	482.0579	514.4691	540.0549	560.2528	576.1973	588.7841	598.7203	606.5641	612.7561	617.6442	621.5029	624.5490	626.9537	628.8519	630.3505
435.7383	476.1525	504.2336	523.7451	537.3023	546.7222	553.2675	557.8153	560.9753	563.1710	564.6966	565.7566	566.4931	567.0049	567.3605	567.6076	567.7793
391.0923	437.5156	472.6464	499.2314	519.3496	534.5740	546.0950	554.8134	561.4111	566.4039	570.1822	573.0413	575.2050	576.8424	578.0815	579.0191	579.7287
425.2736	468.3982	499.2915	521.4227	537.2770	548.6346	556.7710	562.5996	566.7751	569.7664	571.9092	573.4443	574.5440	575.3318	575.8961	576.3004	576.5900
