387.7075	449.0972	500.6283	543.8839	580.1931	610.6714	636.2551	657.7303	675.7567	690.8883	703.5899	714.2517	723.2014	730.7137	737.0197	742.3130	746.7562
389.7005	445.5759	490.8091	527.4270	557.0705	581.0681	600.4950	616.2218	628.9532	639.2598	647.6033	654.3577	659.8257	664.2522	667.8356	670.7365	673.0849
393.2509	448.2693	492.4156	527.8381	556.2609	579.0671	597.3666	612.0499	623.8317	633.2853	640.8708	646.9573	651.8411	655.7598	658.9041	661.4271	663.4515
413.8761	465.9142	506.1032	537.1411	561.1117	579.6241	593.9212	604.9629	613.4904	620.0761	625.1623	629.0904	632.1240	634.4669	636.2763	637.6737	638.7529
424.5157	475.5937	514.4317	543.9629	566.4175	583.4912	596.4735	606.3448	613.8507	619.5578	623.8974	627.1971	629.7060	631.6137	633.0643	634.1673	635.0059
418.0954	472.7288	515.5049	548.9970	575.2202	595.7520	611.8277	624.4144	634.2694	641.9855	648.0269	652.7571	656.4607	659.3605	661.6309	663.4086	664.8004
389.0534	441.9503	483.9595	517.3222	543.8180	564.8602	581.5714	594.8430	605.3830	613.7535	620.4012	625.6806	629.8734	633.2032	635.8476	637.9478	639.6156
393.2395	448.6977	493.3255	529.2379	558.1369	581.3922	600.1060	615.1652	627.2835	637.0351	644.8824	651.1972	656.2787	660.3679	663.6585	666.3065	668.4374
377.1843	435.7152	484.4838	525.1183	558.9754	587.1855	610.6905	630.2750	646.5931	660.1895	671.5182	680.9573	688.8221	695.3752	700.8352	705.3846	709.1752
347.1080	409.4321	464.2521	512.4715	554.8852	592.1920	625.0070	653.8710	679.2595	701.5913	721.2341	738.5119	753.7094	767.0771	778.8352	789.1776	798.2748
402.0925	451.6851	489.7250	518.9034	541.2846	558.4520	571.6203	581.7209	589.4686	595.4115	599.9699	603.4664	606.1485	608.2057	609.7837	610.9941	611.9225
396.2203	445.7798	483.9840	513.4345	536.1372	553.6381	567.1291	577.5290	585.5460	591.7261	596.4901	600.1626	602.9937	605.1760	606.8584	608.1552	609.1549
409.5334	458.1764	494.9949	522.8634	543.9575	559.9239	572.0091	581.1565	588.0804	593.3211	597.2880	600.2905	602.5632	604.2834	605.5854	606.5710	607.3169
411.0117	456.5120	490.1132	514.9271	533.2516	546.7840	556.7774	564.1574	569.6073	573.6320	576.6042	578.7991	580.4200	581.6170	582.5009	583.1537	583.6358
