0.314	0.514	0.671	0.772	0.887	0.937	0.959	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.314	0.514	0.671	0.772	0.887	0.937	0.959	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.314	0.514	0.671	0.772	0.887	0.937	0.959	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.314	0.514	0.671	0.772	0.887	0.937	0.959	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.314	0.514	0.671	0.772	0.887	0.937	0.959	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.463	0.633	0.688	0.764	0.832	0.906	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.463	0.633	0.688	0.764	0.832	0.906	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.463	0.633	0.688	0.764	0.832	0.906	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.463	0.633	0.688	0.764	0.832	0.906	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.463	0.633	0.688	0.764	0.832	0.906	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
0.501	0.668	0.740	0.839	0.908	0.983	0.997	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
