0.5222388	0.8095961	1.1193704	1.4332470	1.7379300	2.0246540	2.2882960	2.5264540	2.7386410	2.9256360	3.0890020	3.2307230	3.3529690	3.4579260	3.5476960	3.6242340	3.6893220
0.4760126	0.7308285	0.9958108	1.2536290	1.4933330	1.7090960	1.8987460	2.0624950	2.2019680	2.3195210	2.4177890	2.4994080	2.5668530	2.6223600	2.6678960	2.7051550	2.7355770
0.4969173	0.7592307	1.0290175	1.2884920	1.5269160	1.7390130	1.9232790	2.0805600	2.2130180	2.3234290	2.4147300	2.4897580	2.5511130	2.6010940	2.6416840	2.6745680	2.7011570
0.6311248	0.8928595	1.1377330	1.3544390	1.5392200	1.6927580	1.8179990	1.9187890	1.9990990	2.0626140	2.1125660	2.1516840	2.1822200	2.2059960	2.2244750	2.2388160	2.2499330
0.6405840	0.9318792	1.2073418	1.4514590	1.6586720	1.8294080	1.9671580	2.0766190	2.1626380	2.2296830	2.2816220	2.3216740	2.3524550	2.3760490	2.3940990	2.4078880	2.4184090
0.6177454	0.9129484	1.2025369	1.4690750	1.7040960	1.9051850	2.0735530	2.2122940	2.3252660	2.4164340	2.4895020	2.5477590	2.5940200	2.6306390	2.6595570	2.6823510	2.7002910
0.5040752	0.7578792	1.0133301	1.2541970	1.4714920	1.6614970	1.8239140	1.9604300	2.0737300	2.1668550	2.2428290	2.3044560	2.3542200	2.3942640	2.4263970	2.4521270	2.4726940
0.5480420	0.8169463	1.0884364	1.3463200	1.5813140	1.7892230	1.9692390	2.1226070	2.2516770	2.3592770	2.4483220	2.5215900	2.5816040	2.6305870	2.6704530	2.7028250	2.7290660
0.4814899	0.7508136	1.0409679	1.3340170	1.6170840	1.8818550	2.1236510	2.3404730	2.5321660	2.6997630	2.8450020	2.9699730	3.0768900	3.1679350	3.2451700	3.3104860	3.3655820
0.3559918	0.5964157	0.8832448	1.2027880	1.5420640	1.8897760	2.2366740	2.5755680	2.9011520	3.2097440	3.4990050	3.7676660	4.0152870	4.2420470	4.4485690	4.6357870	4.8048300
0.5495219	0.7856391	1.0072818	1.2033700	1.3701340	1.5081320	1.6201230	1.7097310	1.7806870	1.8364410	1.8799960	1.9138740	1.9401370	1.9604450	1.9761200	1.9882000	1.9975000
0.5066666	0.7387168	0.9610134	1.1609310	1.3332930	1.4776000	1.5959140	1.6914470	1.7677210	1.8281080	1.8756160	1.9128130	1.9418310	1.9644050	1.9819300	1.9955130	2.0060270
0.5815674	0.8224141	1.0440680	1.2364330	1.3970180	1.5275390	1.6316420	1.7135530	1.7773700	1.8267290	1.8647000	1.8937920	1.9160160	1.9329540	1.9458420	1.9556360	1.9630710
0.6059848	0.8390152	1.0455764	1.2185040	1.3579690	1.4676350	1.5523660	1.6170230	1.6659250	1.7026750	1.7301630	1.7506550	1.7658930	1.7772030	1.7855870	1.7917950	1.7963900
0.5502986	0.7703254	0.9669397	1.1323770	1.2662190	1.3716560	1.4531960	1.5154390	1.5625090	1.5978670	1.6242980	1.6439860	1.6586130	1.6694590	1.6774900	1.6834310	1.6878230
0.5290310	0.7636045	0.9843471	1.1794550	1.3448720	1.4811410	1.5911320	1.6786150	1.7474490	1.8011780	1.8428690	1.8750750	1.8998700	1.9189110	1.9335070	1.9446770	1.9532180
0.5229908	0.7905577	1.0652423	1.3300160	1.5744890	1.7934030	1.9850640	2.1500550	2.2902660	2.4082370	2.5067270	2.5884520	2.6559370	2.7114520	2.7569780	2.7942220	2.8246300
0.6243854	0.9123869	1.1942409	1.4541270	1.6843030	1.8824700	2.0496120	2.1884610	2.3024980	2.3953490	2.4704490	2.5308810	2.5793170	2.6180180	2.6488650	2.6734070	2.6929030
0.5162152	0.7470641	0.9755647	1.1900220	1.3841210	1.5553080	1.7034450	1.8298220	1.9364670	2.0257060	2.0998930	2.1612480	2.2117830	2.2532720	2.2872460	2.3150090	2.3376580
0.5300545	0.7380598	0.9237964	1.0802860	1.2072120	1.3075360	1.3854180	1.4451130	1.4904520	1.5246600	1.5503470	1.5695660	1.5839090	1.5945930	1.6025410	1.6084460	1.6128310
0.4765179	0.7058697	0.9273458	1.1271380	1.2993740	1.4432600	1.5608030	1.6552810	1.7303190	1.7893920	1.8355900	1.8715370	1.8994050	1.9209460	1.9375610	1.9503560	1.9601960
0.6111996	0.8271654	1.0060821	1.1457240	1.2506840	1.3276610	1.3831990	1.4228280	1.4508930	1.4706660	1.4845470	1.4942670	1.5010630	1.5058080	1.5091190	1.5114270	1.5130360
0.7995408	0.9647889	1.0857607	1.1715710	1.2312700	1.2722940	1.3002620	1.3192300	1.3320490	1.3406930	1.3465130	1.3504280	1.3530590	1.3548260	1.3560130	1.3568110	1.3573460
0.6337692	0.8709048	1.0758875	1.2429900	1.3741580	1.4745510	1.5500730	1.6062080	1.6475820	1.6778950	1.7000100	1.7160950	1.7277690	1.7362290	1.7423520	1.7467800	1.7499810
0.5502152	0.7667969	0.9648188	1.1363540	1.2797100	1.3965880	1.4902180	1.5642790	1.6223180	1.6674910	1.7024690	1.7294500	1.7502010	1.7661270	1.7783290	1.7876670	1.7948050
0.4582559	0.6787789	0.8939202	1.0904300	1.2621700	1.4077070	1.5283470	1.6267460	1.7060480	1.7693870	1.8196350	1.8592910	1.8904650	1.9148970	1.9340010	1.9489110	1.9605330
0.5664657	0.8099599	1.0367322	1.2354590	1.4027180	1.5396280	1.6495120	1.7364610	1.8045520	1.8574670	1.8983570	1.9298200	1.9539510	1.9724160	1.9865190	1.9972760	2.0054720
0.5075581	0.7448586	0.9741484	1.1819500	1.3623710	1.5144070	1.6398130	1.7416500	1.8233960	1.8884490	1.9398800	1.9803400	2.0120510	2.0368310	2.0561520	2.0711920	2.0828840
0.5146414	0.7555033	0.9898696	1.2040540	1.3917160	1.5513610	1.6843210	1.7933450	1.8817100	1.9527070	2.0093720	2.0543700	2.0899630	2.1180340	2.1401200	2.1574660	2.1710710
0.4709577	0.7138124	0.9591311	1.1906910	1.3994640	1.5817050	1.7371000	1.8673230	1.9750360	2.0632520	2.1349500	2.1928820	2.2394770	2.2768220	2.3066680	2.3304700	2.3494190
0.6234120	0.8425977	1.0286383	1.1780910	1.2939780	1.3817480	1.4471640	1.4953830	1.5306500	1.5563030	1.5748920	1.5883250	1.5980130	1.6049890	1.6100090	1.6136180	1.6162110
0.7807035	1.0275404	1.2267445	1.3792860	1.4922970	1.5742430	1.6328220	1.6742960	1.7034690	1.7238980	1.7381610	1.7480960	1.7550080	1.7598120	1.7631470	1.7654630	1.7670690
0.5165225	0.7575570	0.9940322	1.2124020	1.4059690	1.5726830	1.7133060	1.8301070	1.9260040	2.0040500	2.0671410	2.1178800	2.1585190	2.1909690	2.2168160	2.2373630	2.2536740
0.7083006	0.9425683	1.1336607	1.2811520	1.3910920	1.4712020	1.5287010	1.5695530	1.5983780	1.6186200	1.6327880	1.6426830	1.6495820	1.6543880	1.6577330	1.6600590	1.6616780
0.4964396	0.7114021	0.9113848	1.0862470	1.2329960	1.3527230	1.4484750	1.5239630	1.5828570	1.6284520	1.6635510	1.6904560	1.7110140	1.7266850	1.7386090	1.7476710	1.7545490
0.6492252	0.8733588	1.0625889	1.2139490	1.3308910	1.4191810	1.4848020	1.5330490	1.5682540	1.5938070	1.6122840	1.6256090	1.6352000	1.6420940	1.6470450	1.6505980	1.6531460
